thai,phone
พระราชสาส์น,Pra-4 rAt3 Ca-4 sAn5
พระราชหฤทัย,
พระราชหัตถเลขา,Pra-4 rAt3 Ca-4 hat2 Ta-2 lE-1 KA-5
พระราชอัธยาศัย,Pra-4 rAt3 Ca-4 ʔat2 Ta-4 jA-1 saj5
พระราชอาณาจักร,Pra-4 rAt3 Ca-4 ʔA-1 nA-1 cak2
พระราชอิสริยยศ,
พระราชโอรส,Pra-4 rAt3 Ca-4 ʔO-1 rot4
พระราชา,Pra-4 rA-1 CA-1
พระราชาคณะ,
พระราชานุญาต,
พระราชานุญาติ,
พระราชานุสาวรีย์,
พระราชินี,Pra-4 rA-1 Ciʔ4 nI-1
พระราชูปถัมภ์,
พระราโชบาย,
พระราม,Pra-4 rAm1
พระรามเก้า,
พระรามโก่งศร,
พระรามสาม,
พระรามหก,
พระรามา,
พระรูป,Pra-4 rUp3
พระรูปชี,
พระโรง,
พระฤๅษี,
พระลบ,
พระลักษมณ์แผลงฤทธิ์,
พระลือ,
พระวรชายา,
พระวรราชาทินัดดามาตุ,
พระวรวงศ์เธอ,Pra-4 wX-1 raʔ4 woŋ1 TZ-1
พระเวท,
พระแวว,
พระศพ,
พระศรีรัตนตรัย,Pra-4 sI-5 rat4 not4 raj1
พระศรีรัตนศาสดาราม,
พระศรีศากยมุนี,
พระศรีอริยะเมตไตรยโพธิสัตว์,
พระศาสนา,
พระศุกร์เข้าพระเสาร์แทรก,
พระเศียร,Pra-4 sJn5
พระสงฆ์,Pra-4 soŋ5
พระสนม,
พระสนมโท,
พระสนมเอก,
พระสนับเพลา,
พระสยามเทวาธิราช,Pra-4 sa-1 jAm1 TE-1 wA-1 Tiʔ4 rAt3
พระสังฆคุณ,
พระสังฆราช,Pra-4 saŋ5 Ka-4 rAt3
พระสุรัสวดี,
พระเสื้อเมือง,
พระแสงชนัก,
พระหา,
พระหาม,
พระหารณย์,
พระหารัณย์,
พระหิด,
พระองค์,Pra-4 ʔoŋ1
พระองค์เจ้า,Pra-4 ʔoŋ1 caw3
พระองค์เจ้ากิติยากรวรลักษณ์ กรมพระจันทบุรีนฤนาถ,
พระองค์เจ้าสิริวัณณวรีนารีรัตน์,
พระองค์เจ้าโสมสวลี,
พระองค์ทีฯ,
พระอนาฆามี,
พระอนุจร,
พระอนุวงศ์,Pra-4 ʔa-2 nuʔ4 woŋ1
พระอภัยมณี,Pra-4 ʔa-1 Paj1 ma-1 nI-1
พระอภิบาล,
พระอมิตาภพุทธเจ้า,
พระอรหันต์,Pra-4 ʔa-2 ra-4 han5
พระอัครสาวก,
พระอันดับ,
พระอาทิตย์,Pra-4 ʔA-1 Tit4
พระอาทิตย์ตกดิน,
พระอาราม,
พระอารามหลวง,Pra-4 ʔA-1 rAm1 lVŋ5
พระอิฐพระปูน,Pra-4 ʔit2 Pra-4 pUn1
พระอินทร์,Pra-4 ʔin1
พระอิศวร,
พระอุโบสถ,Pra-4 ʔuʔ2 bO-1 sot2
พระอุปัชฌาย์,Pra-4 ʔuʔ2 pat2 CA-1
พระอุระ,Pra-4 ʔuʔ2 raʔ4
พระเอก,Pra-4 ʔEk2
พระไอยการ,
พระฮาม,
พรักพร้อม,Prak4 PrXm4
พรั่ง,Praŋ3
พรั่งพร้อม,Praŋ3 PrXm4
พรั่งพรู,Praŋ3 PrU-1
พรัด,
พรัดพราก,
พรั่น,Pran3
พรั่นกว้า,
พรั่นพรึง,Pran3 Prɯŋ1
พรับ,
พร่า,PrA-3
พร้า,PrA-4
พราก,PrAk3
พราก ๆ,
พรากจากกัน,PrAk3 cAk2 kan1
พรากเด็ก,
พรากผู้เยาว์,
พรากลูกนกฉกลูกกา,
พรากลูกนกลูกกา,
พราง,PrAŋ1
พร่าง,PrAŋ3
พรางตา,PrAŋ1 tA-1
พรางพรอก,
พร่างพราย,PrAŋ3 PrAj1
พร่างพราว,PrAŋ3 PrAw1
พร้างัดปากไม่ออก,PrA-4 ŋat4 pAk2 maj3 ʔXk2
พราด,PrAt3
พราด ๆ,
พราน,PrAn1
พร่ามัว,PrA-3 mV-1
พราย,PrAj1
พรายกระซิบ,PrAj1 kra-1 sip4
พรายตานี,
พรายทะเล,
พรายน้ำ,PrAj1 nAm4
พรายแพรว,
พรายย้ำ,
พรายแสง,PrAj1 sYŋ5
พราว,PrAw1
พร้าว,
พราวตา,
พราวแพรว,PrAw1 PrYw1
พราหมณ,
พราหมณ์,PrAm1
พราหมณ์ขายเมีย,
พราหมณะ,
พราหมณัศบดี,
พราหมณี,PrAm1 maʔ4 nI-1
พราหมี,
พรำ,Pram1
พร่ำ,Pram3
พร้ำ,
พรำ ๆ,
พรำๆ,Pram1 Pram1
พร่ำบ่น,Pram3 bon2
พร่ำพรอด,
พร่ำพลอด,Pram3 PlXt3
พร่ำพูด,Pram3 PUt3
พร่ำเพรื่อ,Pram3 PrR-3
พร่ำเพ้อ,Pram3 PZ-4
พร่ำสอน,Pram3 sXn5
พริก,Prik4
พริกกระต่าย,
พริกกะเกลือ,Prik4 ka-1 klR-1
พริกแกว,
พริกขิง,
พริกขี้หนู,Prik4 KI-3 nU-5
พริกชี้ฟ้า,Prik4 CI-4 fA-4
พริกดอง,Prik4 dXŋ1
พริกเทศ,
พริกไทย,Prik4 Taj1
พริกน้ำส้ม,Prik4 nam4 som3
พริกป่น,Prik4 pon2
พริกหยวก,Prik4 jVk2
พริกหอม,
พริกเหลือง,Prik4 lRŋ5
พริ้ง,Priŋ4
พริ้งพราย,Priŋ4 PrAj1
พริ้งเพรา,Priŋ4 Praw1
พริ้งเพริศ,Priŋ4 PrZt3
พริตตี้,Prit4 tI-3
พรินต์,Prin1
พรินเตอร์,Prin1 tZ-1
พรินท์,
พริบ,Prip4
พริบตา,Prip4 tA-1
พริบตาเดียว,
พริบไหว,
พริ้ม,Prim4
พริ้มพราย,
พริ้มเพรา,Prim4 Praw1
พริ้ว,Priw4
พรีแคลมป์เชีย,
พรีเซนต์,PrI-1 sEn1
พรีเซนเตอร์,
พรีเซ็นเตอร์,PrI-1 sen1 tZ-1
พรีเซ็นท์,
พรีเซนเทชั่น,
พรีเดเตอร์,
พรีมาลิน,
พรีเมียม,
พรีเมี่ยม,
พรีเมียร์,PrI-1 mJ-1
พรีลูด,
พรีวิว,
พรึง,Prɯŋ1
พรึ่ด,
พรึน,
พรึบ,Prɯp4
พรึ่บ,
พรึบพรับ,
พรืด,PrWt3
พรุ,Pruʔ4
พรุก,Pruk4
พรุ่ง,Pruŋ3
พรุ่งนี้,Pruŋ3 nI-4
พรุน,Prun1
พรู,PrU-1
พรูด,
พรูดพราด,PrUt3 PrAt3
พรูเดนเชียล,
พฤกษ,Prɯk4 sa-2
พฤกษ์,Prɯk4
พฤกษชาติ,Prik4 sa-1 CAt3
พฤกษทล,
พฤกษเทวดา,
พฤกษราช,
พฤกษศาสตร์,Prɯk4 sa-1 sAt2
พฤกษา,Prɯk4 sA-5
พฤฒ,
พฤฒา,
พฤฒาจารย์,
พฤฒิ,
พฤฒิบาศ,
พฤณพัทธ์,
พฤต,
พฤติ,Prɯʔ4 tiʔ2
พฤติกรรม,Prɯʔ4 tiʔ2 kam1
พฤติกรรมการบริโภค,
พฤติกรรมนิยม,
พฤติกรรมบำบัด,
พฤติกรรมเบี่ยงเบน,Prɯʔ4 tiʔ2 kam1 bJŋ2 bEn1
พฤติกรรมผู้บริโภค,
พฤติกรรมร่วม,
พฤติกรรมศาสตร์,
พฤติการณ์,Prɯʔ4 tiʔ2 kAn1
พฤตินัย,Prɯʔ4 tiʔ2 naj1
พฤทธ์,
พฤทธิ์,
พฤนต์,
พฤนท์,
พฤภูษณะ,
พฤภูษิต,
พฤศจิก,Prɯt4 sa-1 cik2
พฤศจิกา,
พฤศจิกายน,Prɯt4 sa-1 ciʔ2 kA-1 jon1
พฤษภ,Prɯʔ4 sop2
พฤษภา,Prit4 PA-1
พฤษภาคม,Prɯt4 sa-1 PA-1 Kom1
พฤษภาทมิฬ,Prit4 PA-1 Ta-4 min1
พฤหัส,Pa-4 rɯ-4 hat2
พฤหัสบดี,Prɯʔ4 hat2 sa-1 bX-1 dI-1
พฤหัสบดีจักร,
พฤหัสปติวาร,
พฤหัสฯ,Paʔ4 rɯʔ4 hat2
พล,Pon1
พล.ต.,Pon1 trI-1
พล.ต.ต.,Pon1 tam1 rVt2 trI-1
พล.ต.ท.,Pon1 tX-1 TX-1
พล.ต.อ.,Pon1 tam1 rVt2 ʔEk2
พล.ท.,Pon1 TO-1
พล.ร.ต.,
พล.ร.ท.,
พล.อ.อ.,Pon1 ʔA-1 kAt2 ʔEk2
พลกาย,
พลการ,Pa-4 la-4 kAn1
พลขันธ์,
พลขับ,
พลความ,
พลจัตวา,Pon1 cat2 ta-2 wA-1
พลเดินเท้า,
พลตระเวน,Pon1 tra-1 wEn1
พลตรี,Pon1 trI-1
พลตำรวจตรี,Pon1 tam1 rVt2 trI-1
พลตำรวจโท,Pon1 tam1 rVt2 TO-1
พลตำรวจเอก,Pon1 tam1 rVt2 ʔEk2
พลทหาร,Pon1 Ta-4 hAn5
พลเทพ,
พลโท,Pon1 TO-1
พลบ,Plop4
พลบค่ำ,Plop4 Kam3
พลพรรค,Pon1 la-4 Pak4
พลพาย,Pon1 la-4 PAj1
พลพิชัย,
พลม้า,
พลเมือง,Pon1 la-4 mRŋ1
พลรบ,Pon1 rop4
พลร่ม,Pon1 rom3
พลเรือตรี,Pon1 rR-1 trI-1
พลเรือโท,Pon1 rR-1 TO-1
พลเรือน,Pon1 la-4 rRn1
พลเรือเอก,Pon1 rR-1 ʔEk2
พลโลก,Pon1 la-4 lOk3
พลว,
พลวก,PlVk3
พลวง,PlVŋ1
พลวัต,Pon1 la-4 wat4
พลศาสตร์,Pon1 la-4 sAt2
พลศึกษา,Pa-4 la-4 sɯk2 sA-5
พลสิงห์,
พลอ,PlX-1
พล้อ,
พลอง,PlXŋ1
พลองแก้มอ้น,
พลอด,PlXt3
พลอดรัก,PlXt3 rak4
พล็อต,
พล็อท,
พลอน,
พลอมแพลม,PlXm1 PlYm1
พลอย,PlXj1
พล่อย,PlXj3
พล่อยๆ,PlXj3 PlXj3
พลอยไพลิน,
พลอยฟ้าพลอยฝน,PlXj1 fA-4 PlXj1 fon5
พลอยสามสี,
พลอากาศตรี,Pon1 ʔA-1 kAt2 trI-1
พลอากาศโท,Pon1 ʔA-1 kAt2 TO-1
พลอากาศเอก,Pon1 ʔA-1 kAt2 ʔEk2
พลเอก,Pon1 ʔEk2
พลฯ,
พละ,Pa-4 laʔ4
พละกำลัง,Pa-4 laʔ4 kam1 laŋ1
พละพลา,
พลั่ก,Plak3
พลัค,
พลัง,Pa-4 laŋ1
พลั่ง,Plaŋ3
พลั้ง,Plaŋ4
พลั่ง ๆ,
พลังความร้อน,Pa-4 laŋ1 KwAm1 rXn4
พลังงาน,Pa-4 laŋ1 ŋAn1
พลังงานจลน์,Pa-4 laŋ1 ŋAn1 con1
พลังงานนิวเคลียร์,Pa-4 laŋ1 ŋAn1 niw1 KlJ-1
พลังงานปรมาณู,Pa-4 laŋ1 ŋAn1 pa-2 ra-4 mA-1 nU-1
พลังงานไฟฟ้า,Pa-4 laŋ1 ŋAn1 faj1 fA-4
พลังงานศักย์,Pa-4 laŋ1 ŋAn1 sak2
พลังงานแสงอาทิตย์,Pa-4 laŋ1 ŋAn1 sYŋ5 ʔA-1 Tit4
พลังเงียบ,
พลังจิต,
พลังน้ำ,Pa-4 laŋ1 nAm4
พลั้งปาก,Plaŋ4 pAk2
พลั้งปากเสียศีล พลั้งตีนตกต้นไม้,
พลั้งเผลอ,Plaŋ4 PlZ-5
พลั้งพลาด,Plaŋ4 PlAt3
พลังไฟฟ้า,Pa-4 laŋ1 faj1 fA-4
พลัด,Plat4
พลัดตก,Plat4 tok2
พลัดถิ่น,Plat4 Tin2
พลัดที่นาคาที่อยู่,
พลัดพราก,Plat4 PrAk3
พลัน,Plan1
พลับ,Plap4
พลับเขา,
พลับพลา,Plap4 PlA-1
พลับพลาไชย,
พลับพลึง,Plap4 Plɯŋ1
พลับพลึงธาร,
พลัม,Plam1
พลั่ว,PlV-3
พล่า,PlA-3
พลากร,
พลาง,PlAŋ1
พลาซา,
พลาซ่า,PlA-1 sA-3
พลาซ่าแอทธินี,
พลาญ,
พลาญสวรรค์,
พลาด,PlAt3
พลาดจังหวะ,
พลาดท่า,PlAt3 TA-3
พลาดนัด,
พลาดพลั้ง,PlAt3 Plaŋ4
พลาดโอกาส,PlAt3 ʔO-1 kAt2
พลาดิศัย,
พลาโต,
พลาธิการ,PlA-1 Tiʔ4 kAn1
พล่าน,PlAn3
พลานามัย,PlA-1 nA-1 maj1
พลานึก,
พลานุภาพ,Pa-4 lA-1 nuʔ4 PAp3
พลาเน็ต,
พลาม,
พล่าม,PlAm3
พลาย,PlAj1
พลายม้า,
พลาสติก,PlAt3 tik2
พลาสติค,
พลาสเตอร์,PlAt3 tZ-1
พลาสมา,
พลาสโมเดียม,
พลาสโมลิซิส,
พลาหก,
พลำ,
พล้ำ,PlAm4
พลำภัง,
พลิ,
พลิก,Plik4
พลิกกระเป๋า,
พลิกกลับ,Plik4 klap2
พลิกคว่ำ,Plik4 Kwam3
พลิกตัว,Plik4 tV-1
พลิกผัน,Plik4 Pan5
พลิกแผ่นดิน,Plik4 Pɛn2 din1
พลิกแพลง,Plik4 PlYŋ1
พลิกฟื้น,
พลิกล็อก,
พลิกล็อค,
พลิกลิ้น,Plik4 lin4
พลิกศพ,Plik4 sop2
พลิกหน้ามือเป็นหลังมือ,Plik4 nA-3 mW-1 pen1 laŋ5 mW-1
พลิพัท,
พลิ้ว,Pliw4
พลิ้วไหว,Pliw4 waj5
พลี,PlI-1
พลีกรรม,PlI-1 kam1
พลีชีพ,PlI-1 CIp3
พลีมุข,
พลุ,Pluʔ4
พลุก,Pluk4
พลุ่ก,
พลุกพล่าน,Pluk4 PlAn3
พลุ่ง,Pluŋ3
พลุ่งพล่าน,Pluŋ3 PlAn3
พลุ้น,
พลุ่มพล่าม,Plum3 PlAm3
พลุ่ย,Pluj3
พลุ้ย,Pluj4
พลู,PlU-1
พลูแก,
พลูคาว,
พลูต้น,
พลูโต,
พลูโตเนียม,
พลูโทเนียม,PlU-1 TO-1 nJm1
พลูนาบ,
พลูสด,
พว.,
พวก,PVk3
พวกเขา,PVk3 Kaw5
พวกคุณ,PVk3 Kun1
พวกซ้ายจัด,
พวกผม,PVk3 Pom5
พวกพ้อง,PVk3 PXŋ4
พวกเรา,PVk3 raw1
พวง,PVŋ1
พ่วง,PVŋ3
พวงกุญแจ,PVŋ1 kun1 cY-1
พวงโกเมน,
พ่วงข้าง,
พวงคราม,
พวงจะริตา,
พวงชมพู,
พวงดอกไม้,
พ่วงท้าย,PVŋ3 TAj4
พ่วงพี,PVŋ3 PI-1
พวงมโหตร,
พวงมาลัย,PVŋ1 mA-1 laj1
พวงมาลา,PVŋ1 mA-1 lA-1
พวงแสด,
พวงหยก,
พวงหรีด,PVŋ1 rIt2
พวงอุไร,
พวน,PVn1
พวย,PVj1
พวยน้ำ,PVj1 nam4
พวยพุ่ง,PVj1 Puŋ3
พสก,Pa-4 sok2
พสกนิกร,Pa-4 sok2 niʔ4 kXn1
พสนะ,
พสวท.,
พสุ,
พสุธา,Pa-4 suʔ2 TA-1
พสุธากันแสง,
พสุธาดล,
พสุนธรา,
พสุมดี,
พสุสงกรานต์,
พหล,Pa-4 hon5
พหลโยธิน,Pa-4 hon5 jO-1 Tin1
พหุ,Pa-4 huʔ2
พหุคูณ,Pa-4 huʔ2 KUn1
พหุนาม,
พหุนิยม,
พหุพจน์,
พหุภาคี,Pa-4 huʔ2 PA-1 KI-1
พหุล,
พหู,Pa-4 hU-5
พหูพจน์,Pa-4 hU-5 Pot4
พหูสูต,Pa-4 hU-5 sUt2
พหูสูตร,Pa-4 hU-5 sUt2
พอ,PX-1
พ่อ,PX-3
พ้อ,PX-4
พอ ๆ กัน,
พอ.สว.,
พอๆ กัน,
พอๆ กับ,
พอก,PXk3
พ็อกเกตบุ๊ก,
พอกพูน,PXk3 PUn1
พอกัน,PX-1 kan1
พอกันที,PX-1 kan1 TI-1
พอกับ,
พอการ,PX-1 kAn1
พอก้าวขาก็ลาโรง,
พ่อเกลอ,
พอแก่ความต้องการ,
พ่อขุน,PX-3 Kun5
พ็อคเก็ต,
พ่อครัว,PX-3 KrV-1
พอควร,PX-1 KVn1
พ่อค้า,PX-3 KA-4
พ่อค้าของชำ,
พ่อค้าขายปลีก,
พ่อค้าขายส่ง,
พ่อค้าคนกลาง,
พ่อค้าตีเมีย,
พ่อค้าปลีก,
พ่อค้าเร่,
พ่อค้าส่งออก,
พ่อคุณ,PX-3 Kun1
พอง,PXŋ1
พ้อง,PXŋ4
พ้องกัน,PXŋ4 kan1
พองขน,PXŋ1 Kon5
พ้องต้องกัน,PXŋ4 tɔŋ3 kan1
พองตัว,PXŋ1 tV-1
พ้องพาน,PXŋ4 PAn1
พองลม,
พ่อเจ้า,
พ่อเจ้าประคุณ,
พ่อแจ้แม่อู,
พอใจ,PX-1 caj1
พอใช้,PX-1 Caj4
พอใช้ได้,PX-1 Caj4 daj3
พอใช้พอสอย,
พ่อเฒ่า,PX-3 Taw3
พอดิบพอดี,PX-1 dip2 PX-1 dI-1
พอดี,PX-1 dI-1
พอดีกัน,
พอดีพอร้าย,PX-1 dI-1 PX-1 rAj4
พอดู,PX-1 dU-1
พอดูได้,
พอได้,PX-1 daj3
พอตเตอร์,
พอตัว,PX-1 tV-1
พ่อตา,PX-3 tA-1
พอทำเนา,
พอทำพอกิน,PX-1 Tam1 PX-1 kin1
พอที,PX-1 TI-1
พอที่,PX-1 TI-3
พอที่จะ,
พอน,PXn1
พอนด์,
พอนเรือ,
พอนสแตน,
พ่อบ้าน,PX-3 bAn3
พ่อบุญธรรม,PX-3 bun1 Tam1
พอประมาณ,PX-1 pra-1 mAn1
พอเป็นพิธี,
พอไปได้,
พอไปวัดไปวาได้,
พ่อผัว,PX-3 PV-5
พ็อพ,
พ่อพวงมาลัย,
พ่อพันธุ์,PX-3 Pan1
พ่อพิมพ์,
พอเพียง,PX-1 PJŋ1
พอฟัด,
พอฟัดพอเหวี่ยง,PX-1 fat4 PX-1 wJŋ2
พ้อม,PXm4
พ่อม่าย,PX-3 mAj3
พอมีพอกิน,PX-1 mI-1 PX-1 kin1
พอมีอันจะกิน,PX-1 mI-1 ʔan1 caʔ2 kin1
พอมือ,
พ่อเมือง,PX-3 mRŋ1
พ่อแม่,PX-3 mY-3
พอยกขาก็ลาโรง,
พอยต์,PXj1
พอยท์,
พอแย้มปากก็เห็นไรฟัน,
พอร์ต,PXd3
พอร์ตสื่อสาร,
พอร์ท,
พ่อร้าง,
พ่อเรือน,
พอแรง,PX-1 rYŋ1
พอล,PXn1
พอลล่า,
พอลลิเนีย,
พอลิไดอะเซทิลีน,
พ่อลิ้นทอง,
พอลิฟินอล,
พอลิฟีนอล,
พอลิเมอร์,
พอลิเอสเทอร์,
พ่อเล้า,
พ่อเลี้ยง,PX-3 lJŋ4
พอเลี้ยงปากเลี้ยงท้อง,PX-1 lJŋ4 pAk2 lJŋ4 TXŋ4
พอแล้ว,PX-1 lYw4
พอโลเนียม,
พอวัดพอเหวี่ยง,PX-1 wat4 PX-1 wJŋ2
พอสถานประมาณ,PX-1 sa-1 TAn5 pra-1 mAn1
พอสมควร,PX-1 som5 KVn1
พอสังเขป,
พอสัณฐานประมาณ,
พ่อสื่อ,PX-3 sW-2
พ่อหนู,PX-3 nU-5
พ่อหม้าย,PX-3 mAj3
พ่อหลวง,
พอหอมปากหอมคอ,PX-1 hXm5 pAk2 hXm5 KX-1
พอเหมาะ,PX-1 mɔʔ2
พอเหมาะพอควร,PX-1 mɔʔ2 PX-1 KVn1
พอให้,
พออ้าปากก็เห็นลิ้นไก่,PX-1 ʔA-3 pAk2 kX-3 hen5 lin4 kaj2
พออาศัย,
พออิ่ม,PX-1 ʔim2
พะ,Paʔ4
พ่ะ,
พะโค,Paʔ4 KO-1
พะงา,
พะงาบ,Paʔ4 ŋAp3
พะงาบ ๆ,
พะงาบๆ,
พะจง,
พะทำมะรง,Paʔ4 Tam1 maʔ4 roŋ1
พะนอ,Paʔ4 nX-1
พะเน้าพะนอ,
พะเน้าพะนึง,
พะเนิน,Paʔ4 nZn1
พะเนินเทินทึก,Paʔ4 nZn1 TZn1 Tɯk4
พะเนียง,Paʔ4 nJŋ1
พะแนง,Paʔ4 nYŋ1
พะพาน,
พะพิง,
พะเพิง,
พะยอม,
พ่ะย่ะค่ะ,
พะยุพยุง,Paʔ4 jup4 Pa-4 juŋ1
พะยูง,
พะยูน,Paʔ4 jUn1
พะเยา,Paʔ4 jaw1
พะเยิบ,
พะเยิบ ๆ,
พะเยิบๆ,
พะเยิบพะยาบ,
พะรุงพะรัง,Paʔ4 ruŋ1 Paʔ4 raŋ1
พะเรอ,
พะเลย,
พะโล้,Paʔ4 lO-4
พะไล,Paʔ4 laj1
พะวง,Paʔ4 woŋ1
พะวักพะวน,Pa-1 wak4 Pa-1 won1
พะวา,
พะว้าพะวัง,Paʔ4 wA-4 Paʔ4 waŋ1
พะสิม,
พะอง,
พะอากพะอำ,
พะอืดพะอม,Paʔ4 ʔWt2 Paʔ4 ʔom1
พัก,Pak4
พักกลางวัน,
พักงาน,Pak4 ŋAn1
พักตร,
พักตร์,Pak4
พักตรา,
พักตรากฤติ,
พักตา,
พักตากอากาศ,
พักเที่ยง,Pak4 TJŋ3
พักผ่อน,Pak4 PXn2
พักผ่อนหย่อนใจ,Pak4 PXn2 jXn2 caj1
พักพิง,Pak4 Piŋ1
พักแพว,
พักฟื้น,Pak4 fWn4
พักร,
พักรบ,Pak4 rop4
พักร้อน,Pak4 rXn4
พักราชการ,
พักเรียน,
พักแรม,Pak4 rYm1
พักสมอง,
พักสายตา,Pak4 sAj5 tA-1
พักเหนื่อย,
พักใหญ่,Pak4 jaj2
พักอาศัย,
พักเอาแรง,
พัง,Paŋ1
พังก์,
พังกา,
พังกำ,
พังก๊ำ,
พังครืน,Paŋ1 KrWn1
พังคา,
พังงา,Paŋ1 ŋA-1
พังทลาย,Paŋ1 Ta-4 lAj1
พังผืด,Paŋ1 PWt2
พังพวย,
พังพอน,Paŋ1 PXn1
พังพาน,
พังพาบ,Paŋ1 PAp3
พังพินาศ,
พังเพย,Paŋ1 PZj1
พังยับเยิน,Paŋ1 jap4 jZn1
พัช,
พัชนี,Pat4 Ca-4 nI-1
พัชร,
พัชระ,
พัญจก,
พัญจน์,
พัฒกี,
พัฒน,
พัฒน์พงษ์,Pat4 Poŋ1
พัฒนะ,
พัฒนา,Pat4 Ta-4 nA-1
พัฒนากร,
พัฒนาการ,Pat4 Ta-4 nA-1 kAn1
พัด,Pat4
พัดกระหน่ำ,
พัดงาสาน,
พัดชัก,
พัดชา,
พัดด้ามจิ้ว,
พัดดึงส์,
พัดโบก,
พัดผ่าน,
พัดพา,Pat4 PA-1
พัดพุดตาน,
พัดแพว,
พัดยศ,Pat4 jot4
พัดลม,Pat4 lom1
พัดลมดูดอากาศ,Pat4 lom1 dUt2 ʔA-1 kAt2
พัดลมตั้งโต๊ะ,
พัดลมระบายอากาศ,
พัดหน้านาง,
พัดหลวง,
พัตติงสะ,
พัตร,
พัทธ,
พัทธ์,
พัทธยา,Pat4 Ta-4 jA-1
พัทธยากร,
พัทธสีมา,Pat4 Ta-4 sI-5 mA-1
พัทยา,Pat4 Ta-4 jA-1
พัทร,
พัทระ,
พัทลุง,Pat4 Ta-4 luŋ1
พัน,Pan1
พันแข้งพันขา,Pan1 KYŋ3 Pan1 KA-5
พันงู,
พันจ่า,Pan1 cA-2
พันจ่าตรี,Pan1 cA-2 trI-1
พันจ่าโท,Pan1 cA-2 TO-1
พันจ่าเอก,Pan1 cA-2 ʔEk2
พันจำ,
พันไฉน,
พั้นซ์,
พันซาด,
พันตรี,Pan1 trI-1
พันตัน,
พันตา,
พันตู,Pan1 tU-1
พันทาง,Pan1 TAŋ1
พันโท,Pan1 TO-1
พันธ,Pan1 Ta-4
พันธ์,Pan1
พันธกรณี,Pan1 Ta-4 ka-2 ra-4 nI-1
พันธกิจ,Pan1 Ta-4 kit2
พันธน,
พันธนะ,
พันธนาการ,Pan1 Ta-4 nA-1 kAn1
พันธนาคาร,
พันธนำ,
พันธบัตร,Pan1 Ta-4 bat2
พันธบัตรรัฐบาล,
พันธมิตร,Pan1 Ta-4 mit4
พันธไมตรี,
พันธสัญญา,
พันธะ,Pan1 Taʔ4
พันธุ,Pan1 Tuʔ4
พันธุ์,Pan1
พันธุกรรม,Pan1 Tuʔ4 kam1
พันธุ์แท้,Pan1 TY-4
พันธุ์ผสม,Pan1 Pa-2 som5
พันธุ์พืช,Pan1 PWt3
พันธุ์ไม้,Pan1 mAj4
พันธุรัตน์,
พันธุวิศวกรรม,Pan1 Tuʔ4 wit4 sa-1 wa-4 kam1
พันธุศาสตร์,Pan1 Tuʔ4 sAt2
พันเนตร,
พันปี,
พันพัว,Pan1 PV-1
พันลอก,
พันลาย,
พันลำ,
พันลึก,
พันลือ,
พันเลิศ,
พันวรรษา,
พันแสง,
พันหก,
พันหกร้อย,
พันเอก,Pan1 ʔEk2
พันเอิญ,
พับ,Pap4
พับเขียง,
พับฐาน,
พับไป,Pap4 paj1
พับผ่า,
พับผ้า,Pap4 PA-3
พับเพียบ,Pap4 PJp3
พับแพนงเชิง,
พับลิชชิ่ง,
พัฟฟ์,
พัลซาร์,
พัลลภ,
พัลวัน,Pan1 la-4 wan1
พัว,PV-1
พัวพัน,PV-1 Pan1
พัวะ,
พัศดี,Pat4 sa-1 dI-1
พัสดุ,Pat4 sa-1 duʔ2
พัสดุไปรษณีย์,Pat4 sa-1 duʔ2 praj1 sa-1 nI-1
พัสดุภัณฑ์,
พัสเดา,
พัสตร์,Pat4
พัสถาน,Pat4 sa-1 TAn5
พา,PA-1
พาก,PAk3
พากเพียร,PAk3 PJn1
พากย์,PAk3
พากย์หนัง,
พากษ์,
พาง,
พ่าง,PAŋ3
พาชี,PA-1 CI-1
พาซเจอไรซ์,
พาซิพารัม,
พาซื่อ,PA-1 sW-3
พาณ,
พาณโยชน์,
พาณวาร,
พาณาสน์,
พาณิช,PA-1 nit4
พาณิชย,
พาณิชย์,PA-1 nit4
พาณิชยกรรม,PA-1 nit4 Ca-4 ja-4 kam1
พาณิชยการ,PA-1 nit4 Ca-4 ja-4 kAn1
พาณิชย์นาวี,
พาณิชยศาสตร์,PA-1 nit4 Ca-4 ja-4 sAt2
พาณิชยศิลป์,
พาณินี,
พาณี,
พาณีนี,
พาด,PAt3
พาดควาย,
พาดไฉน,
พาดบ่า,PAt3 bA-2
พาดพิง,PAt3 Piŋ1
พาดพิงถึง,PAt3 Piŋ1 Tɯŋ5
พาดหัว,PAt3 hV-5
พาดหัวข่าว,PAt3 hV-5 KAw2
พาดหัวเรื่อง,
พาต,
พาต้า,
พาท,
พาทย์,PAt3
พาธ,
พาธา,
พาน,PAn1
พ่าน,PAn3
พานกลีบบัว,
พานปากกระจับ,
พานพบ,PAn1 Pop4
พานพระขันหมาก,
พานพระขันหมากเสวย,
พานพระศรี,
พานมังสี,
พานร,
พานรินทร์,
พานเรศ,
พานแว่นฟ้า,
พานหมากเสวย,
พานาโซนิก,
พานาโซนิค,
พาเนล,
พาโนรามา,
พาม,PAm1
พาย,PAj1
พ่าย,PAj3
พ่ายแพ้,PAj3 PY-4
พายม้า,
พายเรือคนละที,
พายเรือทวนน้ำ,
พายเรือในหนอง,
พายเรือในอ่าง,
พายัพ,PA-1 jap4
พายุ,PA-1 juʔ4
พายุโซนร้อน,PA-1 juʔ4 sOn1 rXn4
